CustomerID,ProductID,QuantitySold,SalePrice,DateOfSale,Channel,ReturnStatus,Age,Gender,Region,Occupation,LoyaltyTier,Category,SubCategory,ManufacturingCost,SellingPrice,Discount,Stock,CampaignID,Medium,ConversionRate,CustomerReach
CUST0705,PROD016,4,252.24,2025-02-23,Online,Returned,37,Other,West,Engineer,Bronze,Beauty,Skincare,144.31,252.24,5,58,CAMP027,Social Media,0.26,359
CUST0835,PROD016,2,252.24,2025-05-01,Offline,Not Returned,37,Male,North,Lawyer,Bronze,Beauty,Skincare,144.31,252.24,5,58,CAMP012,Radio,0.28,1905
CUST0375,PROD022,1,45.65,2023-10-26,Offline,Returned,38,Female,South,Engineer,Bronze,Electronics,Phones,32.06,45.65,15,134,CAMP045,Print,0.09,3248
CUST0741,PROD094,3,534.34,2024-09-23,Offline,Returned,59,Other,North,Lawyer,Bronze,Books,Comics,418.25,534.34,5,153,CAMP017,TV,0.26,3221
CUST0937,PROD060,3,632.18,2023-07-01,Online,Returned,32,Male,South,Lawyer,Gold,Electronics,Phones,365.7,632.18,5,91,CAMP001,TV,0.22,4310
CUST0115,PROD084,3,192.46,2024-10-15,Online,Not Returned,57,Female,West,Engineer,Silver,Clothing,Jackets,138.14,192.46,15,49,CAMP015,Email,0.09,919
CUST0579,PROD083,3,215.27,2025-05-13,Online,Returned,64,Other,East,Doctor,Silver,Home,Decor,140.76,215.27,20,32,CAMP024,Email,0.05,8351
CUST0929,PROD044,1,571.0,2024-03-06,Offline,Returned,49,Female,West,Lawyer,Bronze,Electronics,Cameras,318.85,571.0,15,193,CAMP044,Radio,0.12,8434
CUST0190,PROD018,3,10.9,2024-10-11,Offline,Not Returned,32,Male,South,Lawyer,Bronze,Clothing,Shirts,8.98,10.9,5,107,CAMP003,Radio,0.18,5134
CUST0900,PROD051,1,644.99,2024-06-23,Online,Not Returned,62,Other,North,Doctor,Silver,Electronics,Cameras,461.93,644.99,0,138,CAMP032,Social Media,0.05,1064
CUST0723,PROD069,1,586.76,2023-11-16,Offline,Not Returned,54,Female,West,Lawyer,Silver,Electronics,Laptops,368.7,586.76,15,35,CAMP010,Email,0.09,6096
CUST0607,PROD051,4,644.99,2025-03-01,Online,Returned,54,Female,West,Engineer,Silver,Electronics,Cameras,461.93,644.99,0,138,CAMP047,Print,0.23,724
CUST0122,PROD003,2,444.43,2024-04-10,Online,Returned,62,Female,West,Engineer,Silver,Home,Kitchen,322.07,444.43,20,144,CAMP026,Radio,0.21,3744
CUST0166,PROD006,2,714.55,2024-12-03,Offline,Not Returned,35,Female,East,Salesperson,Bronze,Beauty,Skincare,369.85,714.55,0,159,CAMP032,Social Media,0.05,1064
CUST0600,PROD060,1,632.18,2023-10-17,Online,Returned,64,Male,North,Doctor,Platinum,Electronics,Phones,365.7,632.18,5,91,CAMP041,Social Media,0.07,1206
CUST0485,PROD072,2,458.6,2024-12-30,Offline,Not Returned,65,Female,North,Doctor,Silver,Electronics,Phones,302.12,458.6,0,170,CAMP010,Email,0.09,6096
CUST0984,PROD003,4,444.43,2024-02-11,Online,Returned,64,Other,East,Lawyer,Bronze,Home,Kitchen,322.07,444.43,20,144,CAMP009,Social Media,0.14,9369
CUST0385,PROD056,3,472.34,2024-07-14,Online,Returned,32,Male,West,Lawyer,Silver,Beauty,Skincare,334.61,472.34,0,27,CAMP038,Social Media,0.25,7042
CUST0814,PROD057,4,570.59,2024-03-10,Online,Returned,58,Other,West,Lawyer,Silver,Home,Kitchen,442.47,570.59,0,175,CAMP025,Print,0.03,8674
CUST0968,PROD083,4,215.27,2024-11-10,Offline,Not Returned,30,Other,South,Doctor,Platinum,Home,Decor,140.76,215.27,20,32,CAMP044,Radio,0.12,8434
CUST0639,PROD016,4,252.24,2024-04-19,Online,Not Returned,61,Female,East,Doctor,Platinum,Beauty,Skincare,144.31,252.24,5,58,CAMP029,Social Media,0.23,2626
CUST0814,PROD031,2,579.34,2025-03-12,Online,Returned,58,Other,West,Lawyer,Silver,Electronics,Cameras,462.43,579.34,20,72,CAMP022,Print,0.16,2200
CUST0578,PROD047,3,169.72,2024-03-10,Offline,Not Returned,24,Female,West,Doctor,Bronze,Home,Kitchen,97.26,169.72,20,122,CAMP003,Radio,0.18,5134
CUST0883,PROD091,4,425.91,2025-06-10,Online,Not Returned,37,Male,East,Lawyer,Platinum,Home,Kitchen,266.74,425.91,20,75,CAMP003,Radio,0.18,5134
CUST0465,PROD093,3,85.43,2024-03-18,Offline,Not Returned,37,Female,East,Teacher,Gold,Beauty,Skincare,69.22,85.43,15,162,CAMP016,Radio,0.11,9001
CUST0082,PROD025,2,101.3,2024-09-05,Offline,Returned,39,Female,East,Engineer,Silver,Books,Fiction,65.6,101.3,15,153,CAMP042,Print,0.21,6266
CUST0394,PROD068,4,388.11,2024-02-01,Offline,Not Returned,43,Other,West,Lawyer,Silver,Home,Decor,207.88,388.11,5,11,CAMP002,Radio,0.17,3223
CUST0983,PROD094,2,534.34,2024-12-10,Online,Not Returned,44,Female,South,Artist,Silver,Books,Comics,418.25,534.34,5,153,CAMP038,Social Media,0.25,7042
CUST0242,PROD043,1,707.97,2024-07-07,Online,Returned,36,Male,West,Engineer,Bronze,Beauty,Skincare,473.44,707.97,15,100,CAMP012,Radio,0.28,1905
CUST0515,PROD083,4,215.27,2024-11-16,Online,Not Returned,59,Male,South,Doctor,Gold,Home,Decor,140.76,215.27,20,32,CAMP040,Email,0.11,1738
CUST0089,PROD097,3,469.33,2024-06-17,Online,Not Returned,23,Male,West,Lawyer,Platinum,Electronics,Cameras,236.26,469.33,0,120,CAMP033,Radio,0.13,6422
CUST0426,PROD093,1,85.43,2024-10-23,Offline,Returned,50,Other,West,Salesperson,Bronze,Beauty,Skincare,69.22,85.43,15,162,CAMP031,TV,0.15,6584
CUST0810,PROD075,2,929.6,2023-11-11,Offline,Returned,58,Other,West,Engineer,Platinum,Home,Kitchen,474.28,929.6,20,117,CAMP010,Email,0.09,6096
CUST0805,PROD093,2,85.43,2023-07-14,Offline,Not Returned,55,Female,East,Artist,Gold,Beauty,Skincare,69.22,85.43,15,162,CAMP019,TV,0.06,614
CUST0279,PROD099,4,434.26,2025-02-19,Online,Returned,35,Male,South,Salesperson,Bronze,Clothing,Shirts,219.74,434.26,0,74,CAMP035,Radio,0.09,5354
CUST0806,PROD080,3,432.62,2023-10-07,Online,Not Returned,36,Male,West,Lawyer,Silver,Books,Comics,322.14,432.62,5,53,CAMP017,TV,0.26,3221
CUST0774,PROD087,2,485.74,2023-12-30,Online,Not Returned,45,Female,North,Salesperson,Silver,Beauty,Makeup,389.18,485.74,20,82,CAMP021,Radio,0.12,1050
CUST0922,PROD099,2,434.26,2023-09-11,Offline,Not Returned,24,Other,North,Salesperson,Gold,Clothing,Shirts,219.74,434.26,0,74,CAMP040,Email,0.11,1738
CUST0454,PROD092,1,974.53,2024-09-22,Online,Returned,38,Other,North,Salesperson,Gold,Home,Kitchen,490.72,974.53,20,15,CAMP026,Radio,0.21,3744
CUST0596,PROD002,2,431.54,2024-04-20,Online,Not Returned,64,Female,West,Doctor,Platinum,Beauty,Makeup,222.27,431.54,10,171,CAMP007,Print,0.2,1339
CUST0733,PROD031,4,579.34,2024-01-14,Online,Returned,65,Other,West,Engineer,Gold,Electronics,Cameras,462.43,579.34,20,72,CAMP010,Email,0.09,6096
CUST0699,PROD085,4,615.79,2024-05-06,Online,Returned,55,Other,East,Lawyer,Silver,Beauty,Haircare,384.15,615.79,5,126,CAMP049,Email,0.24,8586
CUST0226,PROD076,3,11.77,2024-01-30,Offline,Not Returned,61,Other,South,Engineer,Bronze,Books,Fiction,9.38,11.77,0,167,CAMP046,Email,0.23,700
CUST0064,PROD064,3,875.84,2024-10-28,Online,Not Returned,35,Male,South,Engineer,Gold,Beauty,Skincare,481.01,875.84,5,168,CAMP026,Radio,0.21,3744
CUST0960,PROD038,2,10.99,2025-02-25,Offline,Returned,33,Female,West,Engineer,Gold,Clothing,Shirts,8.08,10.99,0,14,CAMP024,Email,0.05,8351
CUST0890,PROD075,2,929.6,2023-06-20,Offline,Not Returned,68,Other,North,Lawyer,Platinum,Home,Kitchen,474.28,929.6,20,117,CAMP036,Email,0.16,7271
CUST0975,PROD015,3,138.05,2023-07-11,Online,Returned,46,Other,South,Engineer,Silver,Electronics,Cameras,109.31,138.05,15,48,CAMP007,Print,0.2,1339
CUST0162,PROD039,4,815.84,2024-07-30,Offline,Not Returned,18,Other,West,Artist,Bronze,Electronics,Cameras,442.56,815.84,10,140,CAMP029,Social Media,0.23,2626
CUST0559,PROD077,1,190.18,2023-11-19,Online,Returned,68,Female,East,Lawyer,Gold,Books,Non-Fiction,139.46,190.18,20,189,CAMP032,Social Media,0.05,1064
CUST0020,PROD010,3,418.52,2024-08-30,Offline,Not Returned,65,Other,North,Salesperson,Platinum,Books,Non-Fiction,232.85,418.52,0,166,CAMP041,Social Media,0.07,1206
CUST0336,PROD025,2,101.3,2023-09-04,Online,Not Returned,36,Female,South,Lawyer,Platinum,Books,Fiction,65.6,101.3,15,153,CAMP004,TV,0.03,5997
CUST0202,PROD085,1,615.79,2023-09-13,Online,Not Returned,26,Female,North,Salesperson,Silver,Beauty,Haircare,384.15,615.79,5,126,CAMP001,TV,0.22,4310
CUST0350,PROD057,1,570.59,2023-10-12,Online,Not Returned,61,Other,East,Doctor,Silver,Home,Kitchen,442.47,570.59,0,175,CAMP050,Social Media,0.1,7198
CUST0272,PROD089,2,476.87,2023-12-09,Online,Returned,34,Female,North,Artist,Bronze,Electronics,Cameras,302.32,476.87,0,21,CAMP048,TV,0.13,6770
CUST0401,PROD035,3,721.63,2024-11-10,Offline,Returned,69,Female,East,Teacher,Platinum,Electronics,Laptops,446.77,721.63,20,139,CAMP006,Print,0.3,4431
CUST0039,PROD013,2,411.78,2023-12-07,Offline,Not Returned,18,Male,North,Lawyer,Bronze,Books,Comics,268.85,411.78,0,167,CAMP029,Social Media,0.23,2626
CUST0374,PROD054,4,608.33,2024-05-10,Online,Returned,60,Female,South,Doctor,Platinum,Clothing,Jackets,394.54,608.33,10,151,CAMP031,TV,0.15,6584
CUST0201,PROD026,4,67.9,2023-12-19,Online,Not Returned,46,Male,West,Doctor,Bronze,Home,Furniture,44.75,67.9,20,143,CAMP013,TV,0.09,7006
CUST0276,PROD075,1,929.6,2025-03-07,Online,Not Returned,58,Female,South,Salesperson,Gold,Home,Kitchen,474.28,929.6,20,117,CAMP021,Radio,0.12,1050
CUST0382,PROD095,1,434.05,2024-02-22,Online,Returned,45,Other,West,Teacher,Silver,Electronics,Laptops,313.72,434.05,15,152,CAMP027,Social Media,0.26,359
CUST0740,PROD023,3,174.72,2024-09-06,Offline,Returned,36,Male,West,Artist,Bronze,Clothing,Pants,99.29,174.72,0,14,CAMP047,Print,0.23,724
CUST0412,PROD099,2,434.26,2024-06-24,Online,Returned,61,Other,South,Engineer,Bronze,Clothing,Shirts,219.74,434.26,0,74,CAMP009,Social Media,0.14,9369
CUST0539,PROD007,2,554.38,2023-10-11,Offline,Not Returned,42,Female,South,Artist,Platinum,Clothing,Jackets,392.07,554.38,0,110,CAMP017,TV,0.26,3221
CUST0901,PROD043,3,707.97,2024-08-11,Online,Returned,52,Other,North,Doctor,Silver,Beauty,Skincare,473.44,707.97,15,100,CAMP041,Social Media,0.07,1206
CUST0709,PROD017,2,748.75,2024-01-21,Offline,Not Returned,64,Female,North,Doctor,Gold,Home,Decor,433.57,748.75,5,115,CAMP027,Social Media,0.26,359
CUST0496,PROD030,2,435.32,2025-05-21,Online,Returned,23,Male,West,Lawyer,Silver,Clothing,Jackets,360.08,435.32,15,33,CAMP030,Print,0.28,3304
CUST0970,PROD026,2,67.9,2024-11-18,Online,Returned,40,Other,South,Engineer,Bronze,Home,Furniture,44.75,67.9,20,143,CAMP047,Print,0.23,724
CUST0522,PROD044,3,571.0,2023-06-16,Offline,Not Returned,60,Female,East,Salesperson,Platinum,Electronics,Cameras,318.85,571.0,15,193,CAMP029,Social Media,0.23,2626
CUST0247,PROD047,4,169.72,2023-08-16,Offline,Not Returned,43,Other,East,Artist,Platinum,Home,Kitchen,97.26,169.72,20,122,CAMP039,Print,0.18,4569
CUST0421,PROD016,4,252.24,2024-06-01,Online,Returned,64,Female,South,Lawyer,Silver,Beauty,Skincare,144.31,252.24,5,58,CAMP015,Email,0.09,919
CUST0178,PROD051,4,644.99,2025-05-04,Online,Returned,62,Other,East,Doctor,Bronze,Electronics,Cameras,461.93,644.99,0,138,CAMP034,Email,0.1,8195
CUST0481,PROD086,2,290.81,2024-03-17,Offline,Returned,62,Other,East,Artist,Bronze,Books,Non-Fiction,232.09,290.81,0,66,CAMP042,Print,0.21,6266
CUST0488,PROD009,3,616.24,2024-03-09,Offline,Not Returned,19,Female,North,Artist,Bronze,Books,Non-Fiction,340.86,616.24,5,161,CAMP019,TV,0.06,614
CUST0427,PROD068,2,388.11,2024-11-04,Online,Not Returned,49,Female,North,Teacher,Bronze,Home,Decor,207.88,388.11,5,11,CAMP031,TV,0.15,6584
CUST0417,PROD088,1,351.57,2023-06-24,Offline,Returned,52,Female,North,Doctor,Gold,Books,Comics,288.51,351.57,20,32,CAMP002,Radio,0.17,3223
CUST0204,PROD016,4,252.24,2025-04-25,Offline,Not Returned,48,Female,West,Salesperson,Gold,Beauty,Skincare,144.31,252.24,5,58,CAMP037,Email,0.24,9416
CUST0858,PROD093,4,85.43,2024-03-22,Offline,Not Returned,37,Female,West,Artist,Gold,Beauty,Skincare,69.22,85.43,15,162,CAMP018,Email,0.13,6854
CUST0714,PROD008,4,348.19,2024-11-09,Online,Not Returned,19,Other,West,Lawyer,Bronze,Beauty,Skincare,269.6,348.19,15,61,CAMP021,Radio,0.12,1050
CUST0982,PROD070,1,19.6,2023-08-22,Offline,Not Returned,45,Other,West,Engineer,Silver,Books,Comics,14.65,19.6,0,150,CAMP039,Print,0.18,4569
CUST0148,PROD054,4,608.33,2023-12-04,Online,Not Returned,32,Female,South,Doctor,Platinum,Clothing,Jackets,394.54,608.33,10,151,CAMP025,Print,0.03,8674
CUST0148,PROD074,4,663.94,2025-03-14,Offline,Returned,32,Female,South,Doctor,Platinum,Beauty,Haircare,359.04,663.94,5,70,CAMP044,Radio,0.12,8434
CUST0135,PROD014,4,420.72,2024-12-14,Online,Not Returned,55,Male,North,Salesperson,Gold,Clothing,Pants,309.02,420.72,15,86,CAMP042,Print,0.21,6266
CUST0324,PROD062,1,621.93,2023-06-18,Offline,Not Returned,53,Male,East,Lawyer,Bronze,Home,Kitchen,393.31,621.93,20,121,CAMP029,Social Media,0.23,2626
CUST0369,PROD067,4,199.16,2025-02-11,Online,Returned,19,Female,South,Teacher,Gold,Books,Comics,143.42,199.16,5,30,CAMP004,TV,0.03,5997
CUST0384,PROD008,4,348.19,2025-02-18,Offline,Returned,42,Other,West,Teacher,Platinum,Beauty,Skincare,269.6,348.19,15,61,CAMP007,Print,0.2,1339
CUST0240,PROD068,4,388.11,2024-02-27,Offline,Returned,48,Male,North,Artist,Platinum,Home,Decor,207.88,388.11,5,11,CAMP011,Social Media,0.28,538
CUST0077,PROD063,1,356.74,2023-08-29,Offline,Not Returned,41,Female,South,Artist,Platinum,Books,Comics,220.53,356.74,20,30,CAMP028,Email,0.14,2819
CUST0871,PROD082,2,319.75,2024-03-21,Offline,Not Returned,68,Female,South,Doctor,Silver,Home,Furniture,186.9,319.75,10,44,CAMP025,Print,0.03,8674
CUST0176,PROD021,4,697.73,2025-06-04,Offline,Not Returned,37,Male,North,Lawyer,Silver,Clothing,Pants,455.74,697.73,5,125,CAMP027,Social Media,0.26,359
CUST0595,PROD068,4,388.11,2024-08-23,Offline,Not Returned,34,Male,East,Artist,Silver,Home,Decor,207.88,388.11,5,11,CAMP021,Radio,0.12,1050
CUST0117,PROD002,2,431.54,2023-07-24,Offline,Returned,26,Female,East,Engineer,Silver,Beauty,Makeup,222.27,431.54,10,171,CAMP017,TV,0.26,3221
CUST0139,PROD057,3,570.59,2024-11-20,Offline,Returned,39,Male,South,Teacher,Bronze,Home,Kitchen,442.47,570.59,0,175,CAMP050,Social Media,0.1,7198
CUST0088,PROD094,2,534.34,2023-09-07,Offline,Not Returned,56,Female,West,Salesperson,Gold,Books,Comics,418.25,534.34,5,153,CAMP050,Social Media,0.1,7198
CUST0934,PROD083,2,215.27,2023-10-13,Online,Not Returned,31,Female,South,Artist,Gold,Home,Decor,140.76,215.27,20,32,CAMP027,Social Media,0.26,359
CUST0088,PROD025,1,101.3,2024-02-23,Offline,Not Returned,56,Female,West,Salesperson,Gold,Books,Fiction,65.6,101.3,15,153,CAMP034,Email,0.1,8195
CUST0447,PROD097,2,469.33,2023-08-13,Offline,Returned,18,Other,West,Doctor,Gold,Electronics,Cameras,236.26,469.33,0,120,CAMP015,Email,0.09,919
CUST0146,PROD069,2,586.76,2023-07-16,Online,Not Returned,50,Male,South,Doctor,Silver,Electronics,Laptops,368.7,586.76,15,35,CAMP015,Email,0.09,919
CUST0104,PROD027,2,702.71,2025-05-28,Offline,Returned,22,Female,East,Teacher,Gold,Beauty,Haircare,387.66,702.71,10,164,CAMP009,Social Media,0.14,9369
CUST0030,PROD014,1,420.72,2023-12-06,Offline,Not Returned,31,Male,West,Engineer,Silver,Clothing,Pants,309.02,420.72,15,86,CAMP010,Email,0.09,6096
CUST0514,PROD040,1,736.86,2023-11-03,Offline,Returned,52,Female,North,Salesperson,Platinum,Home,Decor,409.45,736.86,0,106,CAMP046,Email,0.23,700
CUST0325,PROD010,4,418.52,2024-11-29,Online,Returned,39,Female,North,Teacher,Platinum,Books,Non-Fiction,232.85,418.52,0,166,CAMP041,Social Media,0.07,1206
CUST0173,PROD003,4,444.43,2024-07-28,Online,Not Returned,52,Other,North,Doctor,Bronze,Home,Kitchen,322.07,444.43,20,144,CAMP033,Radio,0.13,6422
CUST0778,PROD071,3,579.47,2025-05-03,Online,Not Returned,35,Female,South,Doctor,Silver,Electronics,Laptops,347.99,579.47,5,191,CAMP020,TV,0.2,1925
CUST0843,PROD064,1,875.84,2025-02-18,Online,Returned,53,Other,East,Lawyer,Platinum,Beauty,Skincare,481.01,875.84,5,168,CAMP036,Email,0.16,7271
CUST0043,PROD069,2,586.76,2025-02-24,Online,Not Returned,34,Female,East,Artist,Platinum,Electronics,Laptops,368.7,586.76,15,35,CAMP003,Radio,0.18,5134
CUST0435,PROD010,1,418.52,2023-08-03,Online,Not Returned,63,Female,West,Engineer,Platinum,Books,Non-Fiction,232.85,418.52,0,166,CAMP013,TV,0.09,7006
CUST0744,PROD025,4,101.3,2023-08-23,Online,Returned,30,Other,South,Artist,Gold,Books,Fiction,65.6,101.3,15,153,CAMP023,Radio,0.09,4699
CUST0916,PROD003,3,444.43,2024-04-28,Offline,Not Returned,20,Other,South,Engineer,Platinum,Home,Kitchen,322.07,444.43,20,144,CAMP020,TV,0.2,1925
CUST0228,PROD044,1,571.0,2024-01-06,Offline,Not Returned,40,Other,East,Artist,Platinum,Electronics,Cameras,318.85,571.0,15,193,CAMP041,Social Media,0.07,1206
CUST0286,PROD089,3,476.87,2024-11-28,Offline,Not Returned,31,Other,East,Engineer,Bronze,Electronics,Cameras,302.32,476.87,0,21,CAMP021,Radio,0.12,1050
CUST0835,PROD002,1,431.54,2025-01-01,Offline,Not Returned,37,Male,North,Lawyer,Bronze,Beauty,Makeup,222.27,431.54,10,171,CAMP036,Email,0.16,7271
CUST0634,PROD024,1,426.37,2023-12-24,Online,Returned,45,Female,East,Engineer,Silver,Beauty,Skincare,282.65,426.37,20,69,CAMP017,TV,0.26,3221
CUST0474,PROD002,3,431.54,2024-10-10,Online,Not Returned,58,Other,West,Lawyer,Silver,Beauty,Makeup,222.27,431.54,10,171,CAMP018,Email,0.13,6854
CUST0406,PROD042,3,414.51,2024-06-04,Offline,Returned,26,Male,South,Engineer,Gold,Home,Decor,213.43,414.51,5,46,CAMP011,Social Media,0.28,538
CUST0133,PROD002,4,431.54,2023-11-23,Online,Returned,43,Female,West,Engineer,Bronze,Beauty,Makeup,222.27,431.54,10,171,CAMP029,Social Media,0.23,2626
CUST0458,PROD073,4,650.33,2025-04-17,Online,Not Returned,59,Male,South,Doctor,Silver,Electronics,Laptops,346.79,650.33,15,188,CAMP001,TV,0.22,4310
CUST0313,PROD015,4,138.05,2024-09-04,Offline,Returned,46,Female,West,Doctor,Platinum,Electronics,Cameras,109.31,138.05,15,48,CAMP017,TV,0.26,3221
CUST0155,PROD100,2,509.14,2025-05-09,Offline,Returned,39,Female,East,Teacher,Platinum,Books,Non-Fiction,409.31,509.14,5,110,CAMP036,Email,0.16,7271
CUST0920,PROD028,2,615.27,2023-07-19,Online,Not Returned,67,Male,East,Artist,Silver,Beauty,Haircare,367.56,615.27,20,29,CAMP021,Radio,0.12,1050
CUST0208,PROD024,4,426.37,2024-04-20,Online,Returned,57,Male,North,Engineer,Silver,Beauty,Skincare,282.65,426.37,20,69,CAMP025,Print,0.03,8674
CUST0073,PROD017,2,748.75,2024-12-08,Offline,Not Returned,62,Male,South,Salesperson,Bronze,Home,Decor,433.57,748.75,5,115,CAMP016,Radio,0.11,9001
CUST0432,PROD063,1,356.74,2023-09-12,Offline,Not Returned,51,Other,South,Salesperson,Silver,Books,Comics,220.53,356.74,20,30,CAMP049,Email,0.24,8586
CUST0067,PROD090,1,704.66,2024-03-04,Offline,Returned,58,Other,South,Teacher,Gold,Clothing,Jackets,419.44,704.66,15,112,CAMP032,Social Media,0.05,1064
CUST0193,PROD095,3,434.05,2024-08-19,Online,Not Returned,51,Male,South,Artist,Gold,Electronics,Laptops,313.72,434.05,15,152,CAMP022,Print,0.16,2200
CUST0187,PROD017,1,748.75,2023-07-18,Online,Not Returned,54,Female,West,Lawyer,Gold,Home,Decor,433.57,748.75,5,115,CAMP008,Radio,0.08,9694
CUST0195,PROD077,4,190.18,2024-06-10,Online,Returned,28,Female,West,Teacher,Gold,Books,Non-Fiction,139.46,190.18,20,189,CAMP020,TV,0.2,1925
CUST0014,PROD080,1,432.62,2024-02-23,Offline,Returned,67,Female,East,Teacher,Platinum,Books,Comics,322.14,432.62,5,53,CAMP050,Social Media,0.1,7198
CUST0988,PROD061,1,285.13,2025-05-23,Online,Returned,35,Male,West,Salesperson,Platinum,Books,Non-Fiction,149.78,285.13,0,91,CAMP044,Radio,0.12,8434
CUST0174,PROD058,2,23.23,2025-01-22,Offline,Not Returned,56,Other,West,Engineer,Gold,Books,Comics,16.63,23.23,0,16,CAMP042,Print,0.21,6266
CUST0100,PROD050,1,51.51,2024-06-06,Online,Returned,38,Male,North,Salesperson,Platinum,Clothing,Shirts,26.76,51.51,10,128,CAMP020,TV,0.2,1925
CUST0002,PROD085,1,615.79,2025-01-30,Offline,Not Returned,39,Male,West,Artist,Gold,Beauty,Haircare,384.15,615.79,5,126,CAMP009,Social Media,0.14,9369
CUST0045,PROD074,3,663.94,2024-10-23,Online,Returned,38,Female,South,Engineer,Silver,Beauty,Haircare,359.04,663.94,5,70,CAMP033,Radio,0.13,6422
CUST0477,PROD007,1,554.38,2025-03-08,Online,Returned,22,Other,North,Artist,Bronze,Clothing,Jackets,392.07,554.38,0,110,CAMP043,Print,0.2,7690
CUST0812,PROD072,2,458.6,2024-06-08,Online,Returned,50,Male,East,Lawyer,Gold,Electronics,Phones,302.12,458.6,0,170,CAMP050,Social Media,0.1,7198
CUST0720,PROD083,4,215.27,2025-01-09,Online,Returned,38,Female,South,Doctor,Platinum,Home,Decor,140.76,215.27,20,32,CAMP008,Radio,0.08,9694
CUST0990,PROD005,3,319.66,2023-07-29,Offline,Returned,48,Other,North,Engineer,Silver,Electronics,Laptops,234.05,319.66,5,196,CAMP032,Social Media,0.05,1064
CUST0881,PROD028,4,615.27,2025-01-03,Offline,Returned,67,Male,North,Engineer,Silver,Beauty,Haircare,367.56,615.27,20,29,CAMP001,TV,0.22,4310
CUST0105,PROD092,1,974.53,2024-12-03,Offline,Returned,31,Other,North,Doctor,Gold,Home,Kitchen,490.72,974.53,20,15,CAMP013,TV,0.09,7006
CUST0111,PROD090,1,704.66,2025-01-26,Online,Returned,69,Female,East,Artist,Silver,Clothing,Jackets,419.44,704.66,15,112,CAMP037,Email,0.24,9416
CUST0750,PROD034,1,188.89,2024-07-12,Offline,Returned,39,Other,East,Artist,Bronze,Electronics,Laptops,141.09,188.89,20,123,CAMP004,TV,0.03,5997
CUST0782,PROD075,3,929.6,2023-11-30,Online,Not Returned,66,Female,North,Artist,Platinum,Home,Kitchen,474.28,929.6,20,117,CAMP050,Social Media,0.1,7198
CUST0994,PROD051,3,644.99,2023-06-26,Online,Returned,49,Other,South,Lawyer,Platinum,Electronics,Cameras,461.93,644.99,0,138,CAMP005,TV,0.23,3818
CUST0847,PROD001,2,151.0,2024-08-11,Offline,Not Returned,46,Female,West,Engineer,Platinum,Beauty,Haircare,90.4,151.0,15,130,CAMP019,TV,0.06,614
CUST0151,PROD097,3,469.33,2024-03-31,Online,Returned,45,Female,West,Salesperson,Silver,Electronics,Cameras,236.26,469.33,0,120,CAMP024,Email,0.05,8351
CUST0143,PROD021,4,697.73,2023-06-22,Online,Not Returned,50,Other,East,Engineer,Silver,Clothing,Pants,455.74,697.73,5,125,CAMP039,Print,0.18,4569
CUST0374,PROD074,1,663.94,2024-11-21,Online,Not Returned,60,Female,South,Doctor,Platinum,Beauty,Haircare,359.04,663.94,5,70,CAMP033,Radio,0.13,6422
CUST0521,PROD060,1,632.18,2025-02-25,Offline,Not Returned,50,Other,South,Doctor,Gold,Electronics,Phones,365.7,632.18,5,91,CAMP004,TV,0.03,5997
CUST0524,PROD018,1,10.9,2025-06-03,Online,Not Returned,61,Female,North,Teacher,Platinum,Clothing,Shirts,8.98,10.9,5,107,CAMP013,TV,0.09,7006
CUST0220,PROD061,2,285.13,2025-05-24,Offline,Not Returned,68,Male,East,Salesperson,Silver,Books,Non-Fiction,149.78,285.13,0,91,CAMP013,TV,0.09,7006
CUST0841,PROD069,3,586.76,2025-03-15,Online,Returned,20,Other,North,Engineer,Gold,Electronics,Laptops,368.7,586.76,15,35,CAMP012,Radio,0.28,1905
CUST0630,PROD036,2,497.78,2025-03-01,Online,Returned,20,Male,East,Salesperson,Platinum,Clothing,Shirts,390.67,497.78,20,118,CAMP015,Email,0.09,919
CUST0839,PROD066,3,158.94,2024-04-02,Offline,Returned,62,Female,South,Salesperson,Gold,Clothing,Jackets,128.09,158.94,10,191,CAMP027,Social Media,0.26,359
CUST0454,PROD084,3,192.46,2024-10-05,Offline,Not Returned,38,Other,North,Salesperson,Gold,Clothing,Jackets,138.14,192.46,15,49,CAMP026,Radio,0.21,3744
CUST0106,PROD008,3,348.19,2023-06-23,Offline,Not Returned,27,Other,North,Teacher,Platinum,Beauty,Skincare,269.6,348.19,15,61,CAMP047,Print,0.23,724
CUST0696,PROD032,3,291.99,2024-12-02,Online,Not Returned,47,Male,West,Salesperson,Bronze,Home,Decor,191.05,291.99,10,189,CAMP006,Print,0.3,4431
CUST0951,PROD042,3,414.51,2025-01-28,Offline,Not Returned,51,Male,West,Doctor,Silver,Home,Decor,213.43,414.51,5,46,CAMP048,TV,0.13,6770
CUST0067,PROD046,1,917.26,2023-11-29,Offline,Returned,58,Other,South,Teacher,Gold,Clothing,Jackets,489.42,917.26,10,188,CAMP042,Print,0.21,6266
CUST0057,PROD042,4,414.51,2024-09-18,Online,Returned,26,Female,West,Artist,Platinum,Home,Decor,213.43,414.51,5,46,CAMP046,Email,0.23,700
CUST0599,PROD073,3,650.33,2023-07-24,Offline,Not Returned,18,Female,South,Doctor,Gold,Electronics,Laptops,346.79,650.33,15,188,CAMP017,TV,0.26,3221
